h3_polyfill,Trees,Habitats,Livestock production,Crop production,All food production,geometry_wkt
86194ad2fffffff,1 - low,1 - low,1 - low,1 - low,1 - low,"POLYGON ((542163.8880623676 177101.70500893262, 538933.0247727882 176088.64339995495, 538429.100791045 172590.17828329437, 541157.2007310492 170105.51504807203, 544387.9290948638 171120.05753338285, 544890.6931060513 174617.78272569017, 542163.8880623676 177101.70500893262))"
86194a96fffffff,2 - medium,1 - low,2 - medium,3 - high,3 - high,"POLYGON ((594155.9201923651 153419.04020002318, 590944.0319436393 152402.5907970202, 590449.7839508242 148907.24247608558, 593168.5602933577 146429.08916056412, 596380.3005107256 147447.00754653235, 596873.4130693437 150941.61061916978, 594155.9201923651 153419.04020002318))"
861955317ffffff,1 - low,3 - high,1 - low,1 - low,1 - low,"POLYGON ((380089.49409738736 482238.573366445, 376834.8379965136 481300.33509021637, 376304.5681616283 477872.6527942575, 379030.2792617573 475383.8329722133, 382284.94441572035 476323.6074909634, 382813.89010721364 479750.6658263452, 380089.49409738736 482238.573366445))"
861955c57ffffff,3 - high,2 - medium,3 - high,2 - medium,3 - high,"POLYGON ((354387.4956417845 536949.9300251269, 351130.7866432002 536025.6759165692, 350595.87626509456 532612.9690123078, 353319.0270784986 530125.1186283887, 356575.7714473968 531050.9159527066, 357109.3303261099 534463.0206618153, 354387.4956417845 536949.9300251269))"
861941207ffffff,2 - medium,1 - low,2 - medium,3 - high,3 - high,"POLYGON ((634516.330439422 288722.4708232964, 631340.7752539708 287744.71874341514, 630860.0627307395 284300.75170987495, 633556.0810518098 281835.2235694706, 636731.5405978325 282814.453205602, 637211.0781130291 286257.73372630123, 634516.330439422 288722.4708232964))"
861955387ffffff,1 - low,3 - high,3 - high,1 - low,1 - low,"POLYGON ((370320.97195616557 479422.5569893187, 367061.7620296283 478483.0166474723, 366529.20075124496 475052.3764216893, 369257.1762661507 472561.9026311127, 372516.3951797726 473502.9808009211, 373047.63028360106 476932.99517193914, 370320.97195616557 479422.5569893187))"
861942117ffffff,1 - low,2 - medium,1 - low,2 - medium,2 - medium,"POLYGON ((437258.6779616835 430033.3333813484, 434019.99910377694 429083.59667468374, 433501.28933218855 425648.5676376759, 436222.54669759446 423163.9177560699, 439461.20618618774 424115.17762675753, 439978.6283614002 427549.5644702179, 437258.6779616835 430033.3333813484))"
86195d4a7ffffff,2 - medium,3 - high,2 - medium,2 - medium,2 - medium,"POLYGON ((419461.2371630272 229238.5953654457, 416185.6661272127 228232.70897581847, 415657.9905303356 224726.13257108047, 418407.10316014575 222226.17131339695, 421682.570283605 223233.56594380032, 422209.0293720059 226739.41392592608, 419461.2371630272 229238.5953654457))"
86194134fffffff,1 - low,2 - medium,1 - low,2 - medium,1 - low,"POLYGON ((652109.9048760891 284264.26961697266, 648941.3012619724 283286.2854679676, 648464.1067216609 279844.37843131187, 651156.6844127506 277381.14281440986, 654325.1892395391 278360.60106975987, 654801.2158104886 281801.8211368799, 652109.9048760891 284264.26961697266))"
86195d787ffffff,2 - medium,2 - medium,2 - medium,2 - medium,2 - medium,"POLYGON ((436594.65116509877 197713.27504507347, 433321.9546004709 196699.79597699986, 432797.0630977403 193186.56632315798, 435546.06773423526 190687.55627331213, 438818.6453458962 191702.53685574577, 439342.33795273927 195215.02631988277, 436594.65116509877 197713.27504507347))"
86197310fffffff,3 - high,2 - medium,2 - medium,2 - medium,1 - low,"POLYGON ((410242.31851404783 617514.7980793007, 407022.5315114168 616616.0949341856, 406502.7768898952 613244.7434770325, 409204.1709631154 610772.659223061, 412424.0195927818 611672.8977566895, 412942.41320563556 615043.6853393405, 410242.31851404783 617514.7980793007))"
8619582afffffff,3 - high,1 - low,3 - high,2 - medium,3 - high,"POLYGON ((368161.1795493016 159684.29083925666, 364854.7925276213 158656.6375418984, 364315.11375778285 155117.6340146468, 367083.0256114952 152607.04597041942, 370389.2815226462 153636.2076138765, 370927.7573781933 157174.44932068518, 368161.1795493016 159684.29083925666))"
86195d967ffffff,2 - medium,2 - medium,1 - low,2 - medium,1 - low,"POLYGON ((519242.7482039518 253243.84182012116, 516012.69499675074 252250.0590207245, 515506.4945799043 248771.31893746805, 518231.54452705936 246287.07229714037, 521461.4964895976 247282.34883202438, 521966.50041749084 250760.37859175768, 519242.7482039518 253243.84182012116))"
86195425fffffff,3 - high,1 - low,3 - high,1 - low,3 - high,"POLYGON ((314650.1489631332 542003.3283991744, 311377.60281872295 541078.4315305627, 310833.55699917814 537659.7470909376, 313563.42374528555 535166.5624297885, 316836.01241692796 536093.0097841981, 317378.69251426787 539511.0915300159, 314650.1489631332 542003.3283991744))"
861955b57ffffff,1 - low,1 - low,3 - high,1 - low,1 - low,"POLYGON ((416832.10086334846 499358.37375248724, 413595.67182131455 498426.8511009582, 413074.22521802544 495012.6769733513, 415790.52704568073 492530.63979566214, 419026.9680603368 493463.6930162236, 419547.09595991526 496877.25307444774, 416832.10086334846 499358.37375248724))"
861942767ffffff,1 - low,1 - low,2 - medium,1 - low,1 - low,"POLYGON ((431029.32994236215 388738.0589041653, 427781.7051268758 387776.5538377031, 427260.4992044237 384325.7951085603, 429988.1931777225 381837.20191567944, 433235.7818254214 382800.2283885365, 433755.71335117234 386250.3269194833, 431029.32994236215 388738.0589041653))"
86195d047ffffff,2 - medium,3 - high,2 - medium,2 - medium,1 - low,"POLYGON ((483961.79455221957 202364.1126326202, 480709.6946775377 201354.5662913361, 480194.65569317783 197852.35216119734, 482932.9042410721 195360.41904355225, 486184.88384444703 196371.45934312418, 486698.73584285553 199872.9391437443, 483961.79455221957 202364.1126326202))"
861870da7ffffff,2 - medium,3 - high,3 - high,1 - low,1 - low,"POLYGON ((148174.4520414971 39881.01245345533, 144763.26603060926 38808.33078585108, 144178.8981896332 35188.43863886641, 147006.9274608753 32642.060095870896, 150417.9392708457 33716.26950207542, 151001.09672441252 37335.33014023508, 148174.4520414971 39881.01245345533))"
86194ad6fffffff,2 - medium,2 - medium,2 - medium,2 - medium,1 - low,"POLYGON ((552567.6312803172 163669.3158844257, 549339.3771110564 162653.2390752798, 548837.1164009036 159152.67672443963, 551564.2621323346 156668.9361009899, 554792.3750613887 157686.49029079688, 555293.4841586367 161186.30807605188, 552567.6312803172 163669.3158844257))"
86195d14fffffff,2 - medium,2 - medium,2 - medium,2 - medium,2 - medium,"POLYGON ((491486.73197816854 211376.75994318194, 488239.0535052532 210370.07532063528, 487725.8210195141 206872.24861319014, 490461.456032797 204381.83683475637, 493709.0175638611 205390.0152100781, 494221.06169428094 208887.11194882193, 491486.73197816854 211376.75994318194))"
861955b47ffffff,3 - high,1 - low,3 - high,2 - medium,2 - medium,"POLYGON ((422781.25456936023 497808.89595954167, 419547.09595991526 496877.25307444774, 419026.9680603368 493463.6930162236, 421742.3157419088 490982.3903927838, 424976.4849786209 491915.5627229422, 425495.2965908479 495328.5084608586, 422781.25456936023 497808.89595954167))"
8619590f7ffffff,2 - medium,2 - medium,1 - low,1 - low,1 - low,"POLYGON ((428424.25607214554 100994.33078737889, 425135.37606263434 99954.33657482493, 424606.5581469283 96409.46849114043, 427367.78238713497 93905.3759844405, 430656.5013618231 94946.8599281282, 431184.1578067221 98490.94703192145, 428424.25607214554 100994.33078737889))"
86194629fffffff,2 - medium,2 - medium,2 - medium,3 - high,3 - high,"POLYGON ((470929.62557272677 469329.1362682829, 467711.38076211093 468392.0996834234, 467201.3755235177 464977.7809822598, 469910.90688390157 462501.1221961832, 473129.1450085013 463439.6783156452, 473637.85913628846 466853.37392512884, 470929.62557272677 469329.1362682829))"
86195dad7ffffff,2 - medium,2 - medium,1 - low,1 - low,1 - low,"POLYGON ((504134.7116329813 191933.9282561288, 500889.7228582449 190922.70506382227, 500378.5148660861 187421.24566840177, 503113.4732706592 184931.74678815395, 506358.3359209522 185944.45920573658, 506868.36695923144 189445.18162286782, 504134.7116329813 191933.9282561288))"
86194384fffffff,1 - low,2 - medium,1 - low,2 - medium,1 - low,"POLYGON ((549065.9911805085 331820.55202667287, 545860.0442480585 330849.8216930456, 545362.778335765 327403.12864035444, 548072.6771601448 324927.84146570135, 551278.5530383124 325900.0680468774, 551774.601811421 329346.0858433333, 549065.9911805085 331820.55202667287))"
86194a85fffffff,2 - medium,2 - medium,2 - medium,2 - medium,2 - medium,"POLYGON ((579312.7952165018 135350.49245741992, 576092.1455136712 134328.3658386729, 575594.2823372793 130824.45803221487, 578318.2021012643 128343.43107534194, 581538.6970991341 129367.02676300958, 582035.4276918985 132870.1807005176, 579312.7952165018 135350.49245741992))"
8619588b7ffffff,3 - high,3 - high,3 - high,2 - medium,2 - medium,"POLYGON ((371169.9105294107 241215.57435226772, 367875.78866824834 240210.2486665378, 367338.29623006465 236697.84979370248, 370096.1616986306 234191.5042620721, 373390.18868024636 235198.34791287896, 373926.44576288504 238710.01946299605, 371169.9105294107 241215.57435226772))"
86194354fffffff,3 - high,1 - low,2 - medium,3 - high,3 - high,"POLYGON ((486700.89583990705 326169.8884910956, 483467.529389387 325194.19416436553, 482956.6753266902 321733.11654431804, 485680.4224547208 319248.4159530807, 488913.72102675604 320225.6168414294, 489423.3410237398 323686.012052788, 486700.89583990705 326169.8884910956))"
8619424c7ffffff,1 - low,1 - low,2 - medium,1 - low,1 - low,"POLYGON ((390721.97658246255 409800.2751968101, 387460.5548676926 408842.4329444584, 386930.9571349765 405391.0055574332, 389664.0763383856 402898.0748957354, 392925.4750068835 403857.4471480093, 393453.77820784046 407308.2203271874, 390721.97658246255 409800.2751968101))"
86195d847ffffff,2 - medium,2 - medium,1 - low,2 - medium,1 - low,"POLYGON ((510244.44700057415 233844.94227202277, 507007.8401715623 232845.39503417636, 506499.1593639646 229358.55607716728, 509228.27769834414 226871.98379481043, 512464.77577915764 227873.0241733247, 512972.2649424375 231359.1440215393, 510244.44700057415 233844.94227202277))"
861942bafffffff,1 - low,1 - low,1 - low,3 - high,2 - medium,"POLYGON ((475151.5506191927 414932.7801183812, 471926.6207899889 413980.89066636784, 471415.9122559384 410548.07824790396, 474131.40459719865 408067.8013888867, 477356.30477352336 409021.2063693203, 477865.7429385275 412453.3729397981, 475151.5506191927 414932.7801183812))"
86194232fffffff,3 - high,1 - low,1 - low,3 - high,2 - medium,"POLYGON ((464602.5307508229 385521.749238187, 461368.6339904456 384561.169265997, 460854.7261829027 381115.9879587831, 463575.97871657996 378632.04596150515, 466809.83460666053 379594.14122430905, 467322.4795118808 383038.66346511804, 464602.5307508229 385521.749238187))"
861951bb7ffffff,1 - low,1 - low,3 - high,2 - medium,2 - medium,"POLYGON ((356909.24251274794 413071.73133569304, 353634.12634999014 412112.98323239683, 353097.07651963795 408655.97415282496, 355836.44961825927 406158.36873267504, 359111.5477106943 407118.6530186129, 359647.29146938404 410575.0068073703, 356909.24251274794 413071.73133569304))"
86195d41fffffff,2 - medium,2 - medium,1 - low,3 - high,3 - high,"POLYGON ((427703.7201107727 221741.86360690737, 424430.5755830997 220734.4017154537, 423904.43324819836 217227.0661193129, 426652.647235516 214727.92363948526, 429925.6839524002 215736.89147496922, 430450.61517366045 219243.49618355505, 427703.7201107727 221741.86360690737))"
861955127ffffff,1 - low,2 - medium,3 - high,1 - low,1 - low,"POLYGON ((374496.42068820423 526369.9011590745, 371246.4593925994 525443.7237754756, 370715.96169355244 522031.0784773297, 373436.7674643277 519545.21617086104, 376686.75716387003 520472.93278743024, 377215.913379577 523884.97269754263, 374496.42068820423 526369.9011590745))"
86195d307ffffff,1 - low,2 - medium,1 - low,1 - low,1 - low,"POLYGON ((494395.20827631763 188898.88913525158, 491145.68254196673 187886.29588538152, 490632.3950780006 184381.9153014553, 493369.812603542 181890.86735753936, 496619.2115746857 182904.951120767, 497131.3204529965 186408.59266087168, 494395.20827631763 188898.88913525158))"
861874767ffffff,2 - medium,3 - high,3 - high,1 - low,2 - medium,"POLYGON ((203123.124319051 60579.349086004135, 199736.53098967404 59515.4454577569, 199162.8808134996 55912.83232200853, 201977.0299945483 53374.94104477088, 205363.456178669 54440.366477698466, 205935.9010341321 58042.16179859167, 203123.124319051 60579.349086004135))"
861955a6fffffff,2 - medium,2 - medium,3 - high,2 - medium,2 - medium,"POLYGON ((423418.7763364851 481668.6664745067, 420182.3195372211 480732.5541168244, 419661.8986395488 477313.259286033, 422379.24562497134 474830.6982196204, 425615.70623682614 475768.3391278039, 426134.8167351157 479187.01278753346, 423418.7763364851 481668.6664745067))"
861955d4fffffff,1 - low,2 - medium,2 - medium,1 - low,1 - low,"POLYGON ((367929.9726022675 544049.0699989123, 364680.11305791745 543127.5139885836, 364148.5149104551 539720.1206852685, 366868.1267010209 537234.8818296533, 370118.0229190982 538157.9789013106, 370648.271364332 541564.7739806316, 367929.9726022675 544049.0699989123))"
86195919fffffff,1 - low,1 - low,2 - medium,1 - low,1 - low,"POLYGON ((421730.2236000205 119129.1010043874, 418440.87735125155 118093.58359395422, 417911.1384321098 114552.87131075902, 420671.9173695796 112048.45089469937, 423961.1110178203 113085.46183161219, 424489.6790066761 116625.40003598732, 421730.2236000205 119129.1010043874))"
86195cb2fffffff,2 - medium,2 - medium,2 - medium,1 - low,1 - low,"POLYGON ((453781.6425318616 312923.03106038366, 450532.39288921165 311941.8996795212, 450014.0930753459 308469.7744793532, 452746.2825785691 305979.4714858762, 455995.4616484062 306962.1139320204, 456512.5224670965 310433.5486065405, 453781.6425318616 312923.03106038366))"
861874b67ffffff,1 - low,3 - high,2 - medium,1 - low,1 - low,"POLYGON ((273895.1944056087 82810.09299663675, 270540.10673663655 81756.28265882537, 269980.4921464244 78174.66035544412, 272777.1621295635 75647.65095178183, 276132.08921765257 76702.97456278643, 276690.50760142354 80283.79470600371, 273895.1944056087 82810.09299663675))"
8619465a7ffffff,1 - low,3 - high,2 - medium,2 - medium,1 - low,"POLYGON ((426806.50222809287 544525.1751437292, 423581.600138187 543606.8085648625, 423063.692503057 540211.2277180983, 425772.01883670123 537734.6077317267, 428996.9504428676 538654.504926493, 429513.52688212565 542049.4917028584, 426806.50222809287 544525.1751437292))"
861942ce7ffffff,1 - low,1 - low,3 - high,1 - low,1 - low,"POLYGON ((420934.22940265795 444940.21441572264, 417690.95567642985 443993.7460274503, 417168.99047921045 440560.76588832017, 419891.59774391376 438074.891408221, 423134.8601371807 439022.88675495866, 423655.5272837869 442455.229873387, 420934.22940265795 444940.21441572264))"
861951907ffffff,1 - low,3 - high,3 - high,1 - low,2 - medium,"POLYGON ((359528.8730837592 450052.3788402369, 356260.53728485276 449104.0676761345, 355724.869805133 445660.71066975547, 358458.8577092821 443166.3043121542, 361727.19113713445 444116.15357844706, 362261.53972591966 447558.8713507389, 359528.8730837592 450052.3788402369))"
861959537ffffff,1 - low,3 - high,3 - high,3 - high,3 - high,"POLYGON ((396880.19260376703 141676.07960814892, 393583.40133185184 140645.2026723414, 393049.1713735575 137106.39813614188, 395812.9206876134 134599.23778093213, 399109.5709132047 135631.61567635246, 399642.61355349515 139169.6533379463, 396880.19260376703 141676.07960814892))"
86195b5b7ffffff,3 - high,3 - high,3 - high,2 - medium,3 - high,"POLYGON ((268313.4454679444 128650.78260148448, 264961.83207347407 127609.0255794664, 264401.55780290905 124040.23477812528, 267194.1152529465 121513.98480872402, 270545.58986383845 122557.26298637688, 271104.6465093966 126125.27036154325, 268313.4454679444 128650.78260148448))"
861973177ffffff,1 - low,2 - medium,2 - medium,1 - low,1 - low,"POLYGON ((416159.9560616001 615942.5302435758, 412942.41320563556 615043.6853393405, 412424.0195927818 611672.8977566895, 415124.5280966885 609201.5194349388, 418342.1311370525 610101.8986473386, 418859.16617176705 613472.1220573119, 416159.9560616001 615942.5302435758))"
861955ac7ffffff,1 - low,3 - high,2 - medium,1 - low,1 - low,"POLYGON ((401781.05877935246 481953.1489351756, 398535.50120550994 481015.97474644147, 398010.1647229708 477592.49122711597, 400731.70377610845 475106.80469656514, 403977.2677721688 476045.5112745747, 404501.2869804788 479468.3722302314, 401781.05877935246 481953.1489351756))"
861950b67ffffff,1 - low,3 - high,3 - high,1 - low,1 - low,"POLYGON ((316324.3364105689 493410.4310473207, 313044.709879614 492471.9636001906, 312500.10427335545 489035.70186552394, 315236.4738285798 486538.53141969396, 318516.1217117043 487478.54698459664, 319059.3793871886 490914.1851127411, 316324.3364105689 493410.4310473207))"
861959d4fffffff,1 - low,2 - medium,2 - medium,2 - medium,1 - low,"POLYGON ((438551.6299317256 147983.83113203806, 435273.0962493952 146957.03509497244, 434747.39572826464 143428.59464917862, 437501.40767771925 140927.71129758732, 440779.8004820421 141956.002044115, 441304.32289127767 145483.68179833124, 438551.6299317256 147983.83113203806))"
86195526fffffff,1 - low,2 - medium,3 - high,1 - low,2 - medium,"POLYGON ((397052.4673408125 451102.4053604411, 393800.07236908 450156.3809589476, 393272.890889186 446720.85503741796, 395999.4127534665 444231.98986468883, 399251.8016281191 445179.5458014773, 399777.67542412574 448614.4356243294, 397052.4673408125 451102.4053604411))"
861958c67ffffff,3 - high,3 - high,2 - medium,2 - medium,2 - medium,"POLYGON ((361283.00581198797 238198.2212013136, 357984.3449994182 237191.51889693912, 357444.7251357684 233676.1523583979, 360205.00378639874 231168.21786017402, 363503.56915955996 232176.43949809275, 364041.9520129357 235691.07663518825, 361283.00581198797 238198.2212013136))"
86195cce7ffffff,3 - high,2 - medium,3 - high,2 - medium,3 - high,"POLYGON ((383382.13796993025 341519.8497000789, 380107.42439215834 340542.7225180965, 379574.6473992182 337066.1919601468, 382317.85574578 334567.4727353217, 385592.51749860775 335546.1258445543, 386124.02342007245 339021.97254376387, 383382.13796993025 341519.8497000789))"
